"name","name","name","size"
"subject","bibliography","Literary Works--Poetry, Hungarian","1"
"subject","bibliography","Literary Works--Poetry, Icelandic","24"
"subject","bibliography","Literary Works--Poetry, Swedish","3"
"subject","bibliography","Literary Works--Poetry, Ukrainian","10"
"subject","bibliography","Literary Works--Poetry, Yiddish","2"
"subject","bibliography","Literary Works--Poetry--French","1"
"subject","bibliography","Literary Works--Satire","10"
"subject","bibliography","Literature, Canadian","9"
"subject","bibliography","Literature, Canadian--History and criticism","9"
"subject","bibliography","Litt?rature de jeunesse","1"
"subject","bibliography","Litt?rature religieuse","1"
"subject","bibliography","Littérature canadienne","9"
"subject","bibliography","Littérature canadienne--Histoire et critique","9"
"subject","bibliography","Littérature de jeunesse","117"
"subject","bibliography","Littérature religieuse","35"
"subject","bibliography","Liturgies","69"
"subject","bibliography","Liturgy","1"
"subject","bibliography","Livestock","31"
"subject","bibliography","Livestock brands","8"
"subject","bibliography","Livestock breeds","1"
"subject","bibliography","Livestock--History","1"
"subject","bibliography","Livres","5"
"subject","bibliography","Livres d'images","142"
"subject","bibliography","Livres--Manitoba","1"
"subject","bibliography","Livres--Recension","32"
"subject","bibliography","Livres--Recensions","2"
"subject","bibliography","Local finance","1"
"subject","bibliography","Local history","1"
"subject","bibliography","Local taxation","1"
"subject","bibliography","Lodges","1"
"subject","bibliography","Lost articles","1"
"subject","bibliography","Love songs","1"
"subject","bibliography","Loyalty","1"
"subject","bibliography","Lutheran church","1"
"subject","bibliography","Lutheran Church--Canada--History","18"
"subject","bibliography","Lutheran Church--Missions--Canada","11"
"subject","bibliography","Lutheran Church - United States","1"
"subject","bibliography","Lutherans, Icelandic","1"
"subject","bibliography","Lutheran universities and colleges","1"
"subject","bibliography","Magic","1"
"subject","bibliography","Magie","1"
"subject","bibliography","Maintiens Le Droit: Royal Canadian Mounted Police","37"
"subject","bibliography","Maires","1"
"subject","bibliography","Maladies","7"
"subject","bibliography","Maladies--Alberta","1"
"subject","bibliography","Maladies--Territoires du Nord-Ouest","2"
"subject","bibliography","Mammals","3"
"subject","bibliography","Management","2"
"subject","bibliography","Mandements et lettres pastorales","1"
"subject","bibliography","Manitoba","1"
"subject","bibliography","Manitoba--Description and travel","1"
"subject","bibliography","Manitoba Legislative Building, Winnipeg, Man","1"
"subject","bibliography","Manitoba School Question","137"
"subject","bibliography","Manuels","43"
"subject","bibliography","Manufactures","1"
"subject","bibliography","Maps","1"
"subject","bibliography","Mariage","1"
"subject","bibliography","Mariage mixte","1"
"subject","bibliography","Marine accidents","1"
"subject","bibliography","Marketing","25"
"subject","bibliography","Marques de commerce","1"
"subject","bibliography","Marriage","1"
"subject","bibliography","Marriage counseling","1"
"subject","bibliography","Marriage law","1"
"subject","bibliography","Martyrs","12"
"subject","bibliography","Materia medica, Vegetable","1"
"subject","bibliography","Mayors","1"
"subject","bibliography","Mechanical engineering","1"
"subject","bibliography","Mechanical engineers","1"
"subject","bibliography","Médecine","1"
"subject","bibliography","Médecine--Associations","5"
"subject","bibliography","Médecins","13"
"subject","bibliography","Mediation","1"
"subject","bibliography","Médiation","1"
"subject","bibliography","Medical associations","4"
"subject","bibliography","Medical associations--Laws, legislation, regulations, etc.","1"
"subject","bibliography","Medical care--Alberta--History","1"
"subject","bibliography","Medical colleges","3"
"subject","bibliography","Medical education","1"
"subject","bibliography","Medical laws and legislation","1"
"subject","bibliography","Medical policy","1"
"subject","bibliography","Medical scientists","1"
"subject","bibliography","Medical teaching personnel","1"
"subject","bibliography","Médicaments--Droit--Législation","2"
"subject","bibliography","Medicine","4"
"subject","bibliography","Medicine, Popular","1"
"subject","bibliography","Medicine and Nursing","41"
"subject","bibliography","Medicine--Societies, etc.","5"
"subject","bibliography","Meetings","37"
"subject","bibliography","Memorials","2"
"subject","bibliography","Memorial service","1"
"subject","bibliography","Men's clothing","1"
"subject","bibliography","Mennonite church buildings","1"
"subject","bibliography","Mennonite churches--History","1"
"subject","bibliography","Mennonites","6"
"subject","bibliography","Mennonites--Canada","42"
"subject","bibliography","Mennonites--Canada--Histoire","7"
"subject","bibliography","Mennonites--Canada--History","7"
"subject","bibliography","Mennonites--Drama","1"
"subject","bibliography","Mennonites--Théâtre","1"
"subject","bibliography","Mensonge","1"
"subject","bibliography","Menus","4"
"subject","bibliography","Merchants","1"
"subject","bibliography","Methodist Church","2"
"subject","bibliography","Methodist Church--Finance","1"
"subject","bibliography","Methodist Church--Government","1"
"subject","bibliography","Methodist Church--History","20"
"subject","bibliography","Methodist Church--Missions","56"
"subject","bibliography","Métis","31"
"subject","bibliography","Métis--Canada","31"
"subject","bibliography","Métis--Canada--Alberta","1"
"subject","bibliography","Métis--Canada--Chasse","1"
"subject","bibliography","Métis--Canada--Missions","1"
"subject","bibliography","Métis--Canada--Relations avec l'État","9"
"subject","bibliography","Métis--Civil rights--Alberta","1"
"subject","bibliography","Métis--Government relations","9"
"subject","bibliography","Métis--Hunting","1"
"subject","bibliography","Métis--Land tenure","4"
"subject","bibliography","Métis--Land tenure--Alberta","1"
"subject","bibliography","Metis--Manitoba","1"
"subject","bibliography","Métis--Manitoba","1"
"subject","bibliography","Métis--Missions","1"
"subject","bibliography","Metis - North West Territories","1"
"subject","bibliography","Métis--Religion","2"
"subject","bibliography","Métis--Terres","4"
"subject","bibliography","Métis--Terres--Alberta","1"
"subject","bibliography","Métis--Territoires du Nord-Ouest","1"
"subject","bibliography","Meubles (Héraldique)","2"
"subject","bibliography","Meurtriers","1"
"subject","bibliography","Meutre","11"
"subject","bibliography","Meutre--Saskatchewan","2"
"subject","bibliography","Meutre--Territoires du Nord-Ouest","3"
"subject","bibliography","Migration, Internal","25"
"subject","bibliography","Migration intérieure","25"
"subject","bibliography","Militaires","104"
"subject","bibliography","Militaires--Photographie","5"
"subject","bibliography","Militaires--Photographies","5"
"subject","bibliography","Military art and science","1"
"subject","bibliography","Military education","9"
"subject","bibliography","Military education--Law and legislation","1"
"subject","bibliography","Military training--Laws, legislation, regulations, etc.","1"
"subject","bibliography","Milking machines","1"
"subject","bibliography","Minde, Emma, 1907-","1"
"subject","bibliography","Minde family","1"
"subject","bibliography","Mine accidents and explosions","1"
"subject","bibliography","Mineral industries","2"
"subject","bibliography","Mineral waters","1"
"subject","bibliography","Mines","23"
"subject","bibliography","Mines accidents--Alberta","1"
"subject","bibliography","Mines--Accidents--Alberta","1"
"subject","bibliography","Mines and mineral resources","28"
"subject","bibliography","Mines and mineral resources--Manitoba","1"
"subject","bibliography","Mines--Industrie","2"
"subject","bibliography","Mineurs d'or","1"
"subject","bibliography","Minorités","1"
"subject","bibliography","Minorités--Éducation--Manitoba","1"
"subject","bibliography","Minorities","2"
"subject","bibliography","Minorities--Education--Manitoba","1"
"subject","bibliography","Miracles","8"
"subject","bibliography","Missing persons--Nunavut","1"
"subject","bibliography","Missionaries","142"
"subject","bibliography","Missionaries--Alberta","6"
"subject","bibliography","Missionaries--Biography","32"
"subject","bibliography","Missionaries--British Columbia","7"
"subject","bibliography","Missionaries--Canada, Western","1"
"subject","bibliography","Missionaries--History","6"
"subject","bibliography","Missionaries--Manitoba","6"
"subject","bibliography","Missionaries--Northwest, Canadian--Biography","1"
"subject","bibliography","Missionaries--Northwest Territories","13"
"subject","bibliography","Missionaries--Nunavut","7"
"subject","bibliography","Missionaries--Prairie Provinces","4"
"subject","bibliography","Missionaries--Saskatchewan","12"
"subject","bibliography","Missionaries--Yukon Territory","4"
"subject","bibliography","Missionnaires","138"
"subject","bibliography","Missionnaires--Alberta","3"
"subject","bibliography","Missionnaires--Biographies","32"
"subject","bibliography","Missionnaires--Canada (Ouest)","1"
"subject","bibliography","Missionnaires--Colombie-Britannique","7"
"subject","bibliography","Missionnaires--Histoire","3"
"subject","bibliography","Missionnaires--Manitoba","6"
"subject","bibliography","Missionnaires--Nunavut","7"
"subject","bibliography","Missionnaires--Provinces des Prairies","4"
"subject","bibliography","Missionnaires--Saskatchewan","12"
"subject","bibliography","Missionnaires--Territoires du Nord-Ouest","13"
"subject","bibliography","Missionnaires--Yukon","4"
"subject","bibliography","Missions","184"
"subject","bibliography","Missions, Anglican","1"
"subject","bibliography","Missions--Alberta","90"
"subject","bibliography","Missions--Alberta--Calgary","2"
"subject","bibliography","Missions--Alberta--Histoire","1"
"subject","bibliography","Missions--Alberta--History","1"
"subject","bibliography","Missions--Athabaska (Alta.)","1"
"subject","bibliography","Missions--Berens, Rivière (Man.)","1"
"subject","bibliography","Missions--Berens River (Man.)","1"
"subject","bibliography","Missions--British Columbia","27"
"subject","bibliography","Missions--British Columbia--History","1"
"subject","bibliography","Missions--Canada","2"
"subject","bibliography","Missions--Canada (Ouest)--Histoire","1"
"subject","bibliography","Missions--Colombie-Britannique","27"
"subject","bibliography","Missions--Colombie-Britannique--Histoire","1"
"subject","bibliography","Missions--Educational work","2"
"subject","bibliography","Missions--Exhibitions","1"
"subject","bibliography","Missions--Expositions","1"
"subject","bibliography","Missions--Finance","1"
"subject","bibliography","Missions--Finances","1"
"subject","bibliography","Missions--Histoire","18"
"subject","bibliography","Missions--History","18"
"subject","bibliography","Missions--Laws, legislation, regulations, etc.","1"
"subject","bibliography","Missions--Manitoba","74"
"subject","bibliography","Missions--Manitoba--Histoire","1"
"subject","bibliography","Missions--Manitoba--History","1"
"subject","bibliography","Missions--Northwest, Canadian--History","1"
"subject","bibliography","Missions--Northwest Territories","49"
"subject","bibliography","Missions--Nunavut","44"
"subject","bibliography","Missions--Prairie Provinces--History","1"
"subject","bibliography","Missions--Provinces des Prairies--Histoire","1"
"subject","bibliography","Missions--Saskatchewan","90"
"subject","bibliography","Missions--Statistics","8"
"subject","bibliography","Missions--Statistiques","8"
"subject","bibliography","Missions--Territoires du Nord-Ouest","49"
"subject","bibliography","Missions--Travail d'éducation","2"
"subject","bibliography","Missions--Yukon","11"
"subject","bibliography","Missions--Yukon Territory","11"
"subject","bibliography","Modernism (Christian theology)","1"
"subject","bibliography","Monachisme et ordres religieux","92"
"subject","bibliography","Monasticism and religious orders","92"
"subject","bibliography","Money","14"
"subject","bibliography","Monnaie","13"
"subject","bibliography","Monopoles","2"
"subject","bibliography","Monopolies","2"
"subject","bibliography","Monuments","6"
"subject","bibliography","Moravians--Canada","7"
"subject","bibliography","Mormon Church","8"
"subject","bibliography","Mormons","17"
"subject","bibliography","Mormon temples","1"
"subject","bibliography","Mort","17"
"subject","bibliography","Mort--Aspect psychologique","1"
"subject","bibliography","Mort--Aspect religieux","1"
"subject","bibliography","Mortgages","6"
"subject","bibliography","Mortgages--Alberta","1"
"subject","bibliography","Morts","1"
"subject","bibliography","Morts violentes","3"
"subject","bibliography","Moteurs","1"
"subject","bibliography","Mother's Day","1"
"subject","bibliography","Mother's Day sermons","1"
"subject","bibliography","Motherhood","1"
"subject","bibliography","Mothers","1"
"subject","bibliography","Mothers' pensions","2"
"subject","bibliography","Motion picture programs","2"
"subject","bibliography","Motion pictures","1"
"subject","bibliography","Mountaineering","2"
"subject","bibliography","Mountain resorts","4"
"subject","bibliography","Mountains","2"
"subject","bibliography","Moving, Household","1"
"subject","bibliography","Muir, James","1"
"subject","bibliography","Municipal corporations","2"
"subject","bibliography","Municipal finance","3"
"subject","bibliography","Municipal government","4"
"subject","bibliography","Municipal incorporation","1"
"subject","bibliography","Municipal ownership","1"
"subject","bibliography","Murder","11"
"subject","bibliography","Murderers","1"
"subject","bibliography","Murder--Northwest Territories","3"
"subject","bibliography","Murder--Saskatchewan","2"
"subject","bibliography","Musicals","5"
"subject","bibliography","Music and children","1"
"subject","bibliography","Music--Canada","37"
"subject","bibliography","Music festivals","1"
"subject","bibliography","Musicians","2"
"subject","bibliography","Musiciens","1"
"subject","bibliography","Music teachers","1"
"subject","bibliography","Musique--Canada","37"
"subject","bibliography","Musique et enfants","1"
"subject","bibliography","Mythologie carrier","1"
"subject","bibliography","Names, Geographical","8"
"subject","bibliography","Names, Geographical--Northwest Territories","1"
"subject","bibliography","Narration","2"
"subject","bibliography","Narration (Rhetoric)","2"
"subject","bibliography","National health services","2"
"subject","bibliography","Nationalisations","8"
"subject","bibliography","Nationalism","1"
"subject","bibliography","National parks and reserves","19"
"subject","bibliography","National parks and reserves--Alberta","1"
"subject","bibliography","Native language","3"
"subject","bibliography","Native language and education","1"
"subject","bibliography","Native Languages","2"
"subject","bibliography","Native Languages--Bible","41"
"subject","bibliography","Native languages--Devotional literature","3"
"subject","bibliography","Native Languages--Devotional literature","1"
"subject","bibliography","Native Languages--Devotional Literature","96"
"subject","bibliography","Native Languages--Dictionaries, Grammars, and Primers","5"
"subject","bibliography","Native Languages--Dictionaries, Grammars and Primers","38"
"subject","bibliography","Natural disaster effects","2"
"subject","bibliography","Natural gas","12"
"subject","bibliography","Natural gas reserves","4"
"subject","bibliography","Natural history","14"
"subject","bibliography","Natural resources","88"
"subject","bibliography","Nature","3"
"subject","bibliography","Navigation","1"
"subject","bibliography","Navigation--Accidents","1"
"subject","bibliography","Nécrologies","34"
"subject","bibliography","Néerlandais--Canada","1"
"subject","bibliography","Négociations","1"
"subject","bibliography","Négociations collectives","5"
"subject","bibliography","Negotiation","1"
"subject","bibliography","New business enterprises","1"
"subject","bibliography","Newspaper publishing","3"
"subject","bibliography","Newspaper publishing--Manitoba","1"
"subject","bibliography","Newspapers","8"
"subject","bibliography","New townsq","1"
"subject","bibliography","Niddrie, John W., 1863-1940","1"
"subject","bibliography","Noël","33"
"subject","bibliography","Nomades--Territoires du Nord-Ouest","1"
"subject","bibliography","Nomads--Northwest Territories","1"
"subject","bibliography","Nomenclature","2"
"subject","bibliography","Noms géographiques","8"
"subject","bibliography","Noms géographiques--Territoires du Nord-Ouest","1"
"subject","bibliography","Nonbank financial institutions","1"
"subject","bibliography","North-West Mounted Police--History","2"
"subject","bibliography","North-West Mounted Police--Statistics","2"
"subject","bibliography","Northwest Territories--Climate","1"
"subject","bibliography","Noxious weeds","1"
"subject","bibliography","Noyés","8"
"subject","bibliography","Noe","1"
"subject","bibliography","Nuclear physics","1"
"subject","bibliography","Nuns","6"
"subject","bibliography","Nuns--Alberta","1"
"subject","bibliography","Nuns--Biography","1"
"subject","bibliography","Nuns--British Columbia","1"
"subject","bibliography","Nurses","2"
"subject","bibliography","Nurses and nursing","3"
"subject","bibliography","Nurses--Training of--Alberta--History","1"
"subject","bibliography","Nursing","3"
"subject","bibliography","Nursing--Alberta--History","1"
"subject","bibliography","Nursing homes--Alberta","1"
"subject","bibliography","Nursing schools","4"
"subject","bibliography","Nursing schools--Alberta--History","1"
"subject","bibliography","Obituaries","34"
"subject","bibliography","Objets perdus","1"
"subject","bibliography","Oblates of Marie Immaculate--Missions--British Columbia","1"
"subject","bibliography","Oblates of Marie Immaculate--Missions--Edmonton (Alb.)","1"
"subject","bibliography","Oblates of Marie Immaculate--Missions--Saint-Albert (Alb.)","2"
"subject","bibliography","Oblates of Mary Immaculate--Alberta","1"
"subject","bibliography","Oblates of Mary Immaculate--Missions","5"
"subject","bibliography","Oblates of Mary Immaculate--Missions--Northwest, Canadian--History","1"
"subject","bibliography","Oblates of Mary Immaculate--Northwest Territories","1"
"subject","bibliography","Oblates of Mary Immaculate--Saskatchewan","1"
"subject","bibliography","Oblats de Marie-Immaculée--Missions--Alberta","1"
"subject","bibliography","Obligations (Valeurs)","3"
"subject","bibliography","Œuvres de bienfaisance--Droit--Législation","1"
"subject","bibliography","Œuvres de bienfaisance--Histoire","6"
"subject","bibliography","Office buildings","1"
"subject","bibliography","Off-reservation boarding schools","8"
"subject","bibliography","Off-reservation boarding schools--British Columbia","3"
"subject","bibliography","Off-reservation boarding schools--Northwest Territories","1"
"subject","bibliography","Off-reservation boarding schools--Saskatchewan","1"
"subject","bibliography","Oil and gas leases","2"
"subject","bibliography","Oil fields","1"
"subject","bibliography","Oiseaux","37"
"subject","bibliography","Oiseaux--Statistiques","2"
"subject","bibliography","Ojibwa (Indiens)--Missions--Manitoba","1"
"subject","bibliography","Ojibwa Indians--Missions--Manitoba","1"
"subject","bibliography","Old age","2"
"subject","bibliography","Old age homes","5"
"subject","bibliography","Old age pensions","2"
"subject","bibliography","Older people","1"
"subject","bibliography","Opera programs","1"
"subject","bibliography","Opinion publique","3"
"subject","bibliography","Or--Alberta--Beaver, Lac","1"
"subject","bibliography","Orangemen","7"
"subject","bibliography","Orangistes (Protestants)","6"
"subject","bibliography","Ordinances, Municipal","4"
"subject","bibliography","Organ (Musical instrument)","1"
"subject","bibliography","Organizational change","1"
"subject","bibliography","Orgue","1"
"subject","bibliography","Orientation professionnelle","1"
"subject","bibliography","Or--Mines et extraction","19"
"subject","bibliography","Or--Mines et extraction--Colombie-Britannique","2"
"subject","bibliography","Or--Mines et extraction--Klondike","1"
"subject","bibliography","Ornithologists","1"
"subject","bibliography","Orphans","8"
"subject","bibliography","Orphelins","7"
"subject","bibliography","Orthodox Eastern Church, Ukrainian--History","6"
"subject","bibliography","Orthodox Eastern Church, Ukrainian--Laws, legislation, regulations, etc.","1"
"subject","bibliography","Orthodox Eastern Church, Ukrainian--Missions","3"
"subject","bibliography","Orthodox Eastern Church--Ukraine","1"
"subject","bibliography","Orthodox Eastern Church--Ukraine--Government","1"
"subject","bibliography","Orthodox Eastern Church--Ukraine--History","6"
"subject","bibliography","Orthodox Eastern Church--Ukraine--Missions","3"
"subject","bibliography","Outdoor life","26"
"subject","bibliography","Ouvrages de référence","1"
"subject","bibliography","Ouvrages illustrés","6"
"subject","bibliography","Pacific Scandal, 1873","10"
"subject","bibliography","Pacifique, Scandale du, 1873","10"
"subject","bibliography","Pageants","3"
"subject","bibliography","Painting","10"
"subject","bibliography","Paléontologie","3"
"subject","bibliography","Paleontology","3"
"subject","bibliography","Pamphlets","2"
"subject","bibliography","Papes","4"
"subject","bibliography","Pâques","1"
"subject","bibliography","Parcs nationaux","8"
"subject","bibliography","Parcs nationaux--Alberta","1"
"subject","bibliography","Parcs provinciaux--Canada","2"
"subject","bibliography","Pardon","24"
"subject","bibliography","Parenting","1"
"subject","bibliography","Parent-teacher conferences","1"
"subject","bibliography","Parishes","1"
"subject","bibliography","Parking meters","1"
"subject","bibliography","Parks","5"
"subject","bibliography","Parliament buildings (Regina, Sask.)","1"
"subject","bibliography","Paroisses","1"
"subject","bibliography","Participation, Canadian","1"
"subject","bibliography","Parties","1"
"subject","bibliography","Parties--Alberta","1"
"subject","bibliography","Parties--British Columbia","2"
"subject","bibliography","Partis politiques","8"
"subject","bibliography","Partis politiques--Règlements et procédure","2"
"subject","bibliography","Pastorale","4"
"subject","bibliography","Pastorale--Alberta","1"
"subject","bibliography","Pastoral letters and charges","2"
"subject","bibliography","Pastoral theology","1"
"subject","bibliography","Pastures","1"
"subject","bibliography","Patients","1"
"subject","bibliography","Patriotic music","1"
"subject","bibliography","Patriotism","12"
"subject","bibliography","Patriotisme","5"
"subject","bibliography","Pauvreté","1"
"subject","bibliography","Péchés","1"
"subject","bibliography","Pêches","1"
"subject","bibliography","Pêche sportive","5"
"subject","bibliography","Pêche sportive--Territoires du Nord-Ouest","1"
"subject","bibliography","Pediatrics","1"
"subject","bibliography","Pedigrees","1"
"subject","bibliography","Peine de mort","1"
"subject","bibliography","Peinture","10"
"subject","bibliography","Pèlerinages","11"
"subject","bibliography","Pèlerinages--Alberta","3"
"subject","bibliography","Pèlerinages--Alberta--Lac Ste. Anne","1"
"subject","bibliography","Pèlerinages--Histoire","1"
"subject","bibliography","Pèlerins","11"
"subject","bibliography","Pèlerins--Alberta","3"
"subject","bibliography","Pèlerins--Alberta--Lac Ste. Anne","1"
"subject","bibliography","Pèlerins--Histoire","1"
"subject","bibliography","Pensions","6"
"subject","bibliography","Pensions--Droit--Législation","3"
"subject","bibliography","Pensions--Law and legislation","3"
"subject","bibliography","Pensions--Laws, legislation, regulations, etc.","3"
"subject","bibliography","People with disabilities","6"
"subject","bibliography","Periodicals","28"
"subject","bibliography","Périodiques","7"
"subject","bibliography","Personal narratives","1"
"subject","bibliography","Personnel","70"
"subject","bibliography","Personnes âgées--Logement--Alberta","1"
"subject","bibliography","Personnes au foyer","3"
"subject","bibliography","Personnes disparues--Nunavut","1"
"subject","bibliography","Petites maisons d'édition","1"
"subject","bibliography","Pétrole--Industrie et commerce","20"
"subject","bibliography","Pétrole--Réserves","20"
"subject","bibliography","Pétrole--Réserves--Histoire","2"
"subject","bibliography","Petroleum","1"
"subject","bibliography","Petroleum geologists","1"
"subject","bibliography","Petroleum industry","20"
"subject","bibliography","Petroleum industry and trade","22"
"subject","bibliography","Petroleum law and legislation","1"
"subject","bibliography","Petroleum refineries","2"
"subject","bibliography","Petroleum reserves","20"
"subject","bibliography","Petroleum reserves--History","2"
"subject","bibliography","Petroleum supply","20"
"subject","bibliography","Petroleum supply--History","2"
"subject","bibliography","Pharmacy","1"
"subject","bibliography","Philip, Prince, consort of Elizabeth II, Queen of Great Britain, 1921---Journeys--Alberta--Calgary","1"
"subject","bibliography","Philosophie","8"
"subject","bibliography","Philosophy","18"
"subject","bibliography","Phosphates","4"
"subject","bibliography","Photographers","4"
"subject","bibliography","Photographes","2"
"subject","bibliography","Photographie à l'école","1"
"subject","bibliography","Physicians","30"
"subject","bibliography","Physics","2"
"subject","bibliography","Physique","1"
"subject","bibliography","Piano music","1"
"subject","bibliography","Pictorial works","33"
"subject","bibliography","Picture books","282"
"subject","bibliography","Pied-Noir (Langue indienne d'Amérique)","1"
"subject","bibliography","Pieds-Noirs (Indiens)","10"
"subject","bibliography","Pieds-Noirs (Indiens)--Alberta--Missions","4"
"subject","bibliography","Pieds-Noirs (Indiens)--Éducation","1"
"subject","bibliography","Pieds-Noirs (Indiens)--Histoire","1"
"subject","bibliography","Pieds-Noirs (Indiens)--Missions--HIstoire","1"
"subject","bibliography","Pieds-Noirs (Indiens)--Provinces des Prairies--Missions","2"
"subject","bibliography","Piégeage","1"
"subject","bibliography","Pierres angulaires","1"
"subject","bibliography","Pilgrims and pilgrimages","11"
"subject","bibliography","Pilgrims and pilgrimages--Alberta","3"
"subject","bibliography","Pilgrims and pilgrimages--Alberta--Lac Ste. Anne","1"
"subject","bibliography","Pilgrims and pilgrimages--History","1"
"subject","bibliography","Pilotes d'aéronef","11"
"subject","bibliography","Pioneers","7"
"subject","bibliography","Pipe fitters","1"
"subject","bibliography","Plague","2"
"subject","bibliography","Planning","2"
"subject","bibliography","Plant breeding","1"
"subject","bibliography","Plantes","1"
"subject","bibliography","Plant products","1"
"subject","bibliography","Plants","3"
"subject","bibliography","Plants, Cultivated","1"
"subject","bibliography","Platform","1"
"subject","bibliography","Platforms","11"
"subject","bibliography","Plein air","26"
"subject","bibliography","Pleistocene","1"
"subject","bibliography","Plowing","1"
"subject","bibliography","Plumbers","1"
"subject","bibliography","Plumbing","1"
"subject","bibliography","Poésie","399"
"subject","bibliography","Poésie canadienne-française","9"
"subject","bibliography","Poésie satirique","2"
"subject","bibliography","Poetry","799"
"subject","bibliography","Poetry, French Canadian","9"
"subject","bibliography","Poetry--Anecdotes, facetiae, satire, etc.","2"
"subject","bibliography","Poissons","4"
"subject","bibliography","Poles--Canada","21"
"subject","bibliography","Poles--Canada--HIstory","3"
"subject","bibliography","Poles--Canada--Periodicals","1"
"subject","bibliography","Poles--Manitoba","1"
"subject","bibliography","Police","9"
"subject","bibliography","Police departments--Laws, legislation, regulations, etc.","4"
"subject","bibliography","Poliomyelitis","1"
"subject","bibliography","Polish in Canada--History","3"
"subject","bibliography","Political activity","10"
"subject","bibliography","Political and social views","1"
"subject","bibliography","Political aspects","8"
"subject","bibliography","Political campaigns","43"
"subject","bibliography","Political candidates","1"
"subject","bibliography","Political clubs","8"
"subject","bibliography","Political clubs and associations","8"
"subject","bibliography","Political clubs and associations--Laws, legislation, regulations, etc.","5"
"subject","bibliography","Political clubs--Canada","5"
"subject","bibliography","Political conventions","1"
"subject","bibliography","Political corruption","8"
"subject","bibliography","Political humour","16"
"subject","bibliography","Political parties","18"
"subject","bibliography","Political parties--Laws, legislation, regulations, etc.","2"
"subject","bibliography","Political parties--Rules and practice","2"
"subject","bibliography","Political satire","16"
"subject","bibliography","Politicians","3"
"subject","bibliography","Politics, Corruption in","7"
"subject","bibliography","Politics and government","47"
"subject","bibliography","Politics and Government--Alberta","182"
"subject","bibliography","Politics and Government--Alberta--Edmonton","1"
"subject","bibliography","Politics and government--General","8"
"subject","bibliography","Politics and Government--General","104"
"subject","bibliography","Politics and government--Manitoba","1"
"subject","bibliography","Politics and Government--Manitoba","56"
"subject","bibliography","Politics and Government--Natural Resources Question","7"
"subject","bibliography","Politics and Government--North West Territories","32"
"subject","bibliography","Politics and government--Saskatchewan","2"
"subject","bibliography","Politics and Government--Saskatchewan","99"
"subject","bibliography","Politics and Government--Saskatchewan--Prince Albert","1"
"subject","bibliography","Politics and Government--Saskatchewan--Regina","1"
"subject","bibliography","Politics and Government--Taxation","1"
"subject","bibliography","Politique agricole","25"
"subject","bibliography","Politique et gouvernement","1"
"subject","bibliography","Polled Hereford cattle","1"
"subject","bibliography","Polonais--Canada","21"
"subject","bibliography","Polonais--Canada--Histoire","3"
"subject","bibliography","Polonais--Canada--Périodiques","1"
"subject","bibliography","Polonais--Manitoba","1"
"subject","bibliography","Polygamie","1"
"subject","bibliography","Polygamy","1"
"subject","bibliography","Popes","4"
"subject","bibliography","Popular music","3"
"subject","bibliography","Population","4"
"subject","bibliography","Pose","1"
"subject","bibliography","Postal service","1"
"subject","bibliography","Posters","1"
"subject","bibliography","Potatoes","2"
"subject","bibliography","Pots-de-vin","3"
"subject","bibliography","Poultry","1"
"subject","bibliography","Poverty","1"
"subject","bibliography","Powers and duties","1"
"subject","bibliography","Power utilization","1"
"subject","bibliography","Prairie Provinces","1"
"subject","bibliography","Prairie Provinces--Antiquities","1"
"subject","bibliography","Prairie Provinces--Churches","14"
"subject","bibliography","Prairie Provinces--Climate","1"
"subject","bibliography","Praise","2"
"subject","bibliography","Prayer","1"
"subject","bibliography","Preaching--Manitoba","1"
"subject","bibliography","Prédicateurs","30"
"subject","bibliography","Prédication--Manitoba","1"
"subject","bibliography","Presbyterian Church","2"
"subject","bibliography","Presbyterian Church--Canada--History","17"
"subject","bibliography","Presbyterian Church--Government","2"
"subject","bibliography","Presbyterian Church in Canada--Finance","2"
"subject","bibliography","Presbyterian Church in Canada--History","17"
"subject","bibliography","Presbyterian Church--Missions--Canada","44"
"subject","bibliography","Prêtres","3"
"subject","bibliography","Prêtres--Biographies","1"
"subject","bibliography","Prêtres--Territoires du Nord-Ouest","1"
"subject","bibliography","Prêts d'État","2"
"subject","bibliography","Prevention","1"
"subject","bibliography","Price regulation","1"
"subject","bibliography","Prices","6"
"subject","bibliography","Prière","1"
"subject","bibliography","Priests","4"
"subject","bibliography","Priests--Biography","1"
"subject","bibliography","Priests--Northwest Territories","1"
"subject","bibliography","Primitive societies","1"
"subject","bibliography","Printers","1"
"subject","bibliography","Printing","2"
"subject","bibliography","Printing industry","1"
"subject","bibliography","Printing industry--History","18"
"subject","bibliography","Printing machinery and supplies","1"
"subject","bibliography","Prisoners","8"
"subject","bibliography","Prisoners of war","10"
"subject","bibliography","Prisonniers","4"
"subject","bibliography","Prisonniers de guerre","5"
"subject","bibliography","Prisonniers--Travail","3"
"subject","bibliography","Private flying","1"
"subject","bibliography","Private schools","1"
"subject","bibliography","Prix et récompenses","4"
"subject","bibliography","Probate courts","1"
"subject","bibliography","Probate law and practice","1"
"subject","bibliography","Procès","41"
"subject","bibliography","Producer cooperatives","1"
"subject","bibliography","Produce trade","1"
"subject","bibliography","Programmes","1"
"subject","bibliography","Programmes d'études","1"
"subject","bibliography","Programs","1"
"subject","bibliography","Progressivism (Canadian politics)","1"
"subject","bibliography","Progress--Yukon","2"
"subject","bibliography","Propaganda","4"
