"name","name","name","size"
"place","steele","Calgary (Alta.)",28
"place","steele","Coldwater (Ont.)",1
"place","steele","Dawson (Yukon)",6
"place","steele","Denver (Colorado)",1
"place","steele","Fort Macleod (Alta.)",2
"place","steele","Fort Osborne (Man.)",1
"place","steele","Halifax (N.S.)",1
"place","steele","Kent (England)",1
"place","steele","London (England)",1
"place","steele","Montréal (Québec) ",48
"place","steele","Ottawa (Ont.)",1
"place","steele","Pretoria (South Africa)",30
"place","steele","South Africa",9
"place","steele","Toronto (Ont.)",1
"place","steele","Vancouver (B.C.) ",1
"place","steele","Vaudreuil (Québec)",1
"place","steele","Winnipeg (Man.)",17
"place","steele","Yukon",2
"place","postcards","[Abernethy]",1
"place","postcards","[Alberta]",21
"place","postcards","[Alberta or Manitoba?]",1
"place","postcards","Alexander",2
"place","postcards","[Alsask]",1
"place","postcards","[Alta.]",1
"place","postcards","Altona",1
"place","postcards","[Altona]",2
"place","postcards","[Angusville]",2
"place","postcards","[Arden]",4
"place","postcards","[Armstrong]",1
"place","postcards","Assiniboia",1
"place","postcards","[Assiniboia]",1
"place","postcards","Athabasca",1
"place","postcards","[Athabasca]",12
"place","postcards","[Austin]",1
"place","postcards","[Bagot]",1
"place","postcards","Banff",945
"place","postcards","[Banff]",51
"place","postcards","[Banff National Park]",9
"place","postcards","[Barrhead]",1
"place","postcards","Bassano",1
"place","postcards","[Bassano]",5
"place","postcards","Battleford",1
"place","postcards","[Battleford]",2
"place","postcards","[Beausejour]",16
"place","postcards","[Beaver Lake]",1
"place","postcards","[Bellevue]",2
"place","postcards","[Belmont]",1
"place","postcards","[Benito]",5
"place","postcards","[Beresford]",1
"place","postcards","Berkeley",1
"place","postcards","Berlin",1
"place","postcards","[Beulah]",1
"place","postcards","[Bingen]",1
"place","postcards","Binscarth",2
"place","postcards","[Binscarth]",1
"place","postcards","[Birch Lake]",1
"place","postcards","[Birds Hill]",1
"place","postcards","Birtle",4
"place","postcards","[Birtle]",5
"place","postcards","[Bismark]",1
"place","postcards","[Blackfoot]",1
"place","postcards","Blairmore",1
"place","postcards","[Blairmore]",1
"place","postcards","Blairville",1
"place","postcards","[Blakney]",1
"place","postcards","Boissevain",2
"place","postcards","[Boissevain]",4
"place","postcards","[Bonnyville]",5
"place","postcards","[Borden]",1
"place","postcards","[Bow Island]",1
"place","postcards","[Bowsman]",1
"place","postcards","Brandon",20
"place","postcards","[Brandon]",61
"place","postcards","Brantford",129
"place","postcards","Brantford, Canada",3
"place","postcards","[British Columbia]",2
"place","postcards","[Broadview]",1
"place","postcards","[Brookdale]",1
"place","postcards","Brooklyn",3
"place","postcards","Brooklyn, N.Y.",1
"place","postcards","Brooks",2
"place","postcards","[Brooks]",11
"place","postcards","Bruxelles (Belgium)",2
"place","postcards","[Buchanan]",1
"place","postcards","Buffalo",48
"place","postcards","[Buffalo Lake]",2
"place","postcards","Bufffalo",1
"place","postcards","Butte",1
"place","postcards","Calgary",726
"place","postcards","[Calgary]",337
"place","postcards","Camrose",9
"place","postcards","[Camrose]",11
"place","postcards","Canada",3
"place","postcards","[Canada]",2
"place","postcards","[Canmore]",4
"place","postcards","Carberry",1
"place","postcards","[Carberry]",4
"place","postcards","[Carbon]",2
"place","postcards","Cardston",8
"place","postcards","[Cardston]",19
"place","postcards","[Carlsbad]",1
"place","postcards","[Carlstadt]",2
"place","postcards","[Carman]",2
"place","postcards","[Carmangay]",1
"place","postcards","Carnduff",1
"place","postcards","[Carstairs]",3
"place","postcards","[Cartwright]",2
"place","postcards","Castor",3
"place","postcards","[Castor]",18
"place","postcards","[Cereal]",2
"place","postcards","[Champion ]",1
"place","postcards","[Champion]",1
"place","postcards","Chicago",1
"place","postcards","Chilliwack",1
"place","postcards","Chinook",5
"place","postcards","[Churchill]",5
"place","postcards","Cincinnati",9
"place","postcards","Cincinnati.OH",3
"place","postcards","Claresholm",3
"place","postcards","[Claresholm]",3
"place","postcards","[Clear Lake]",1
"place","postcards","[Clearwater]",1
"place","postcards","[Clive]",1
"place","postcards","[Coaldale]",1
"place","postcards","[Cochrane]",2
"place","postcards","[Cold Lake]",2
"place","postcards","Coleman",3
"place","postcards","[Coleman]",4
"place","postcards","[Coralynn, Alta.]",1
"place","postcards","[Coronation]",9
"place","postcards","Coteau Landing, Que.",2
"place","postcards","[Cowley]",2
"place","postcards","[Craigmyle]",1
"place","postcards","[Cranberrry]",1
"place","postcards","[Cranberry Portage]",3
"place","postcards","Cranbrook",1
"place","postcards","[Crooked Lake]",1
"place","postcards","[Crystal City]",11
"place","postcards","Czar",2
"place","postcards","Dauphin",4
"place","postcards","[Dauphin]",10
"place","postcards","[Daysland]",3
"place","postcards","Deloraine",1
"place","postcards","[Deloraine]",5
"place","postcards","Denver",1
"place","postcards","Des Moines",1
"place","postcards","Des Moines, IA",1
"place","postcards","Didsbury",48
"place","postcards","[Didsbury]",24
"place","postcards","[Dominion City]",1
"place","postcards","[Donalda]",3
"place","postcards","Drumheller",18
"place","postcards","[Drumheller]",45
"place","postcards","Dryden",1
"place","postcards","[Dundurn]",1
"place","postcards","[Dunrea]",1
"place","postcards","[Dunvegan]",4
"place","postcards","[Durban]",1
"place","postcards","[Eagle Hill]",1
"place","postcards","Edinburgh",1
"place","postcards","Edmonton",242
"place","postcards","[Edmonton]",217
"place","postcards","Edson",4
"place","postcards","[Edson]",11
"place","postcards","[Elgin]",1
"place","postcards","[Elgin, Manitoba]",1
"place","postcards","[Elkhorn]",6
"place","postcards","[Elva]",2
"place","postcards","[Emerson]",7
"place","postcards","[Emmett]",1
"place","postcards","[Empress]",5
"place","postcards","England",2
"place","postcards","[Entwistle]",1
"place","postcards","[Equity]",1
"place","postcards","[Eriksdale]",1
"place","postcards","[Erskine]",1
"place","postcards","[Estevan]",4
"place","postcards","[Evansburg]",6
"place","postcards","[Exshaw]",1
"place","postcards","[Fairfax]",1
"place","postcards","[Falcon Lake]",2
"place","postcards","Fernie",3
"place","postcards","[Fernie]",1
"place","postcards","[Ferry Point]",1
"place","postcards","[File Hills]",1
"place","postcards","[Flin Flon]",50
"place","postcards","Flin Flon",1
"place","postcards","[Fort Chipewyan]",1
"place","postcards","Fort Churchill",1
"place","postcards","Fort MacLeod",8
"place","postcards","[Fort Macleod]",21
"place","postcards","Fort Macleod",13
"place","postcards","[Fort McMurray]",2
"place","postcards","Fort McMurray",4
"place","postcards","[Fort Qu'Appelle]",2
"place","postcards","[Fort Saskatchewan]",12
"place","postcards","Fort Saskatchewan",1
"place","postcards","Fort Worth, Texas",3
"place","postcards","[Frank]",7
"place","postcards","[Garson City, Man.]",1
"place","postcards","Garson, Man.",1
"place","postcards","Germany",3
"place","postcards","[Gimli]",1
"place","postcards","Glacier",54
"place","postcards","Glacier National Park",1
"place","postcards","Gladstone, Man.",2
"place","postcards","Gleichen",7
"place","postcards","[Gleichen]",4
"place","postcards","Glenboro",1
"place","postcards","[Glenboro]",1
"place","postcards","[Goldfields]",1
"place","postcards","[Goodlands, Man.]",1
"place","postcards","[Grand Beach]",3
"place","postcards","[Grand Beach, Lake Winnipeg]",1
"place","postcards","[Grand Beach, Manitoba]",4
"place","postcards","Grand Beach (Manitoba)",1
"place","postcards","[Grand Centre]",3
"place","postcards","[Grande Prairie]",16
"place","postcards","[ Grand View (Manitoba)]",1
"place","postcards","Grand View, Manitoba",1
"place","postcards","Grandview, Manitoba",1
"place","postcards","[Granum]",1
"place","postcards","Great Britain",3
"place","postcards","Great Falls, Manitoba",1
"place","postcards","[Gretna, Manitoba]",1
"place","postcards","[Griswold, Manitoba]",1
"place","postcards","[Grouard]",5
"place","postcards","[Halkirk]",1
"place","postcards","[Hamiota, Manitoba]",6
"place","postcards","Hanley",2
"place","postcards","[Hanna]",7
"place","postcards","[Harding, Manitoba]",1
"place","postcards","[Hardisty]",2
"place","postcards","[Harris]",1
"place","postcards","[Hartley, Manitoba]",1
"place","postcards","Hartney",2
"place","postcards","[Hartney]",1
"place","postcards","Hartney, Man.",4
"place","postcards","[Hartney, Manitoba]",11
"place","postcards","[Hatfield]",1
"place","postcards","[Hay River]",2
"place","postcards","[Headingly, Manitoba]",1
"place","postcards","[Heming]",1
"place","postcards","High Bluff (Man.)",1
"place","postcards","[High River]",8
"place","postcards","High River",16
"place","postcards","[Highwood]",1
"place","postcards","[Hillcrest]",1
"place","postcards","[Hill End]",1
"place","postcards","Holland",1
"place","postcards","[Holland]",1
"place","postcards","Holland, Man.",1
"place","postcards","[Holmfield, Manitoba]",2
"place","postcards","[Holst River, Manitoba]",1
"place","postcards","[Hughenden]",1
"place","postcards","[Indian Head]",1
"place","postcards","Indian Head",2
"place","postcards","Innisfail",1
"place","postcards","[Innisfail]",3
"place","postcards","Innisfree",1
"place","postcards","[Innisfree]",1
"place","postcards","[Irma]",1
"place","postcards","[Island Falls, Manitoba]",4
"place","postcards","Islington",1
"place","postcards","[Ituna]",1
"place","postcards","[James Lake Camp, Manitoba]",1
"place","postcards","Jasper",310
"place","postcards","[Jasper]",105
"place","postcards","Jasper National Park",46
"place","postcards","[Kamsack]",1
"place","postcards","Kansas City",3
"place","postcards","[Kelliher]",1
"place","postcards","[Kenosee]",1
"place","postcards","[Kenton, Manitoba]",3
"place","postcards","[Kerrobert]",1
"place","postcards","[Killam]",2
"place","postcards","[Killarney Bay, Manitoba]",1
"place","postcards","Killarney, Man.",1
"place","postcards","[Killarney, Manitoba]",8
"place","postcards","Kindersley",2
"place","postcards","[Kindersley]",4
"place","postcards","[Kitchemanitoo Beach, Devil's Lake, Manitoba]",1
"place","postcards","Kuest",1
"place","postcards","[Lac Du Bonnet, Manitoba]",1
"place","postcards","[Lac Dubonnet, Manitoba]",1
"place","postcards","Lacombe",16
"place","postcards","[Lacombe]",8
"place","postcards","[Lake Agnes]",1
"place","postcards","[Lake Dauphin, Manitoba]",1
"place","postcards","[Lake Louise]",20
"place","postcards","[Lamont]",3
"place","postcards","[Langdon]",5
"place","postcards","[Langham]",1
"place","postcards","[Lang, Sask?]",1
"place","postcards","[La Riviere, Manitoba.]",1
"place","postcards","[La Riviere, Manitoba]",2
"place","postcards","[La Salle, Manitoba]",1
"place","postcards","[Laurier, Man.]",1
"place","postcards","[Lebret]",1
"place","postcards","Leduc",3
"place","postcards","[Leduc]",8
"place","postcards","Lethbridge",89
"place","postcards","[Lethbridge]",137
"place","postcards","[Little Manitou Lake, Manitoba]",1
"place","postcards","Lloydminster",1
"place","postcards","[Lloydminster]",1
"place","postcards","[Lobley]",1
"place","postcards","London",15
"place","postcards","London (England)",1
"place","postcards","[Lumsden]",1
"place","postcards","[Lundbreck]",4
"place","postcards","[Lyleton, Manitoba]",2
"place","postcards","[MacDonald, Manitoba]",1
"place","postcards","[Macgregor, Manitoba]",2
"place","postcards","MacLeod",4
"place","postcards","Macleod",21
"place","postcards","MacLeod, Alta.",1
"place","postcards","Maidstone",1
"place","postcards","[Makinak, Manitoba]",1
"place","postcards","Manitoba",6
"place","postcards","[Manitoba]",5
"place","postcards","[Manitou, Manitoba]",8
"place","postcards","Manitou, Manitoba]",1
"place","postcards","Maple Creek",2
"place","postcards","[Mariapolis, Manitoba]",1
"place","postcards","[Markerville]",1
"place","postcards","[Marwayne]",1
"place","postcards","[Masonville]",1
"place","postcards","[Mayerthorpe]",1
"place","postcards","[McLennan]",1
"place","postcards","[Meadow Lake]",1
"place","postcards","[Medicine Hat]",48
"place","postcards","Medicine Hat",37
"place","postcards","[Medora, Manitoba]",1
"place","postcards","[Melfort]",1
"place","postcards","[Melita, Manitoba]",4
"place","postcards","Meltfort",2
"place","postcards","[Methven, Manitoba]",1
"place","postcards","[Metis Beach]",1
"place","postcards","[Miami, Man.]",1
"place","postcards","[Miami, Manitoba]",3
"place","postcards","[Midale]",1
"place","postcards","Milestone",1
"place","postcards","[Milk River]",10
"place","postcards","Milwaukee",2
"place","postcards","[Miniota, Manitoba]",4
"place","postcards","Minneapolis",39
"place","postcards","Minneapolis, Minn.",14
"place","postcards","Minnedosa",7
"place","postcards","[Minnedosa, Manitoba]",21
"place","postcards","[Minto, Man.]",3
"place","postcards","[Mirror]",2
"place","postcards","Montana",4
"place","postcards","[Montana]",19
"place","postcards","Montreal",1021
"place","postcards","[Montreal]",24
"place","postcards","Montreal and Toronto",1
"place","postcards","[Moose Jaw,]",1
"place","postcards","[Moose Jaw]",49
"place","postcards","Moose Jaw",29
"place","postcards","[Moosomin]",1
"place","postcards","Morden",1
"place","postcards","[Morden, Manitoba]",6
"place","postcards","[Morse]",1
"place","postcards","Mortlach",2
"place","postcards","Mosse Jaw",3
"place","postcards","[Mountain Road, Manitoba]",1
"place","postcards","[Mowbray, Manitoba]",1
"place","postcards","[Munson]",4
"place","postcards","[Namaka]",2
"place","postcards","[Namaka, Manitoba]",2
"place","postcards","Nanton",2
"place","postcards","[Nanton]",5
"place","postcards","Napinka",30
"place","postcards","Napinka, Man.",4
"place","postcards","Napinka (Manitoba)",7
"place","postcards","Napinka & Reston Man.",1
"place","postcards","[Neepawa]",2
"place","postcards","[Neepawa, Manitoba]",14
"place","postcards","Neepwa, Manitoba",5
"place","postcards","Nelson",2
"place","postcards","[Nelson River, Manitoba]",4
"place","postcards","Neville",1
"place","postcards","[Newdale]",1
"place","postcards","[Newdale, Manitoba]",2
"place","postcards","[New York]",3
"place","postcards","New York",9
"place","postcards","New York City",1
"place","postcards","[Ninette, Manitoba]",8
"place","postcards","[Nipawin]",3
"place","postcards","[Niverville, Man.]",3
"place","postcards","Nokomis",1
"place","postcards","[Nokomis]",1
"place","postcards","[Nordegg]",5
"place","postcards","[North Battleford]",16
"place","postcards","North Battleford",7
"place","postcards","Nutana",1
"place","postcards","N.Y. [New York]",1
"place","postcards","Oak Lake",1
"place","postcards","Oak Lake, Man.",2
"place","postcards","[Oak Lake, Manitoba]",3
"place","postcards","[Oak Lakes, Manitoba]",1
"place","postcards","[Ochre River, Manitoba]",2
"place","postcards","[Okotoks]",4
"place","postcards","Olds",3
"place","postcards","[Olds]",17
"place","postcards","Ottawa",641
"place","postcards","[Ottawa]",1
"place","postcards","[Otterburne, Man.]",1
"place","postcards","[Outlook]",1
"place","postcards","[Oxbow, Manitoba]",1
"place","postcards","[Oyen]",2
"place","postcards","[Paxson]",1
"place","postcards","[Paynton]",1
"place","postcards","[Peace River?]",2
"place","postcards","[Peace River]",49
"place","postcards","[Peace River Country]",2
"place","postcards","[Peace River Crossing]",4
"place","postcards","Peace River Crossing",1
"place","postcards","[Pelican Lake]",1
"place","postcards","[Penhold]",1
"place","postcards","[Pense]",1
"place","postcards","Philadelphia",7
"place","postcards","[Pierson, Manitoba]",1
"place","postcards","[Pilot Mound, Manitoba]",2
"place","postcards","Pilot Mound, Manitou (Manitoba)",1
"place","postcards","[Pinawa, Manitoba]",1
"place","postcards","[Pincher Creek]",18
"place","postcards","Pincher Creek",3
"place","postcards","Pincher Creek, Alta.",1
"place","postcards","[Pine-Creek, Manitoba]",1
"place","postcards","[Pine Lake, Manitoba]",1
"place","postcards","[Pipestone, Manitoba]",1
"place","postcards","[Ponoka]",3
"place","postcards","Pope, Manitoba",2
"place","postcards","[Portage La Prairie]",4
"place","postcards","Portage La Prairie",1
"place","postcards","Portage la Prairie",1
"place","postcards","[Portage La Prairie, Manitoba]",18
"place","postcards","[Portage Plains]",1
"place","postcards","[Port Nelson, Manitoba]",1
"place","postcards","[Port Rowan]",1
"place","postcards","Port Rowan",5
"place","postcards","[Prince Albert]",3
"place","postcards","Prince Albert",9
"place","postcards","Publisher",3
"place","postcards","Qu'Appelle",1
"place","postcards","Quarrel",1
"place","postcards","[Quarrel, Alberta]",1
"place","postcards","[Rathwell, Manitoba]",3
"place","postcards","Redcliff",5
"place","postcards","[Redcliff]",3
"place","postcards","[Red Deer]",20
"place","postcards","Red Deer",6
"place","postcards","[Red River, Manitoba]",2
"place","postcards","Regina",46
"place","postcards","[Regina]",41
"place","postcards","Reston",12
"place","postcards","[Reston, Manitoba]",7
"place","postcards","Revelstoke",2
"place","postcards","Richmond, California.",2
"place","postcards","Rimbey",1
"place","postcards","[Rivers, Manitoba]",3
"place","postcards","[Roblin, Manitoba]",2
"place","postcards","[Rocanville]",1
"place","postcards","[Roche Percee]",1
"place","postcards","[Rock Lake, Manitoba]",3
"place","postcards","Rocky Mountain House",6
"place","postcards","[Roland, Manitoba]",2
"place","postcards","[Rosetown]",1
"place","postcards","Rossburn",1
"place","postcards","Rouleau",1
"place","postcards","Russell",2
"place","postcards","[Russell]",2
"place","postcards","[Russell, Manitoba]",3
"place","postcards","Russell, Rossburn, Binscarth, Birtle, Man.",1
"place","postcards","[Saltcoats]",1
"place","postcards","Sandilands",1
"place","postcards","[Sandilands]",1
"place","postcards","Sandy Lake",1
"place","postcards","San Francisco",9
"place","postcards","San Francisco, Cal.",28
"place","postcards","Sangudo",1
"place","postcards","[Saskatchewan]",13
"place","postcards","Saskatoon",42
"place","postcards","[Saskatoon]",55
"place","postcards","Saxony",4
"place","postcards","[Schist Lake, Flin Flon]",1
"place","postcards","[Scott]",1
"place","postcards","Seattle",3
"place","postcards","Seba Beach",2
"place","postcards","Sedgewick",2
"place","postcards","Selkirk",8
"place","postcards","[Selkirk]",11
"place","postcards","Seven Persons",1
"place","postcards","[Shaunavon]",1
"place","postcards","[Shellbrook]",1
"place","postcards","[Sherridon]",2
"place","postcards","[Shoal Lake]",7
"place","postcards","Shoal Lake",1
"place","postcards","[Sintulata]",1
"place","postcards","Slave Lake",10
"place","postcards","[Smoky Lake]",1
"place","postcards","[Smoky River]",1
"place","postcards","Snaring",1
"place","postcards","[Snowflake]",1
"place","postcards","[Somerset]",3
"place","postcards","Souris",4
"place","postcards","[Souris]",16
"place","postcards","[Spring Coulee]",1
"place","postcards","[St. Albert]",1
"place","postcards","[Starbuck]",4
"place","postcards","[Star City]",2
"place","postcards","[St. Boniface]",2
"place","postcards","St. Boniface",1
"place","postcards","[Steep Rock]",1
"place","postcards","Stettler",1
"place","postcards","[Stettler]",5
"place","postcards","[Stettler, Alta.]",3
"place","postcards","[Steveville]",2
"place","postcards","[St. James]",1
"place","postcards","[St. Norbert]",11
"place","postcards","St. Norbert",1
"place","postcards","[Stockholm]",1
"place","postcards","[Stonehenge]",1
"place","postcards","[Stonewall]",6
"place","postcards","[St. Paul]",1
"place","postcards","St. Paul",5
"place","postcards","St. Paul, Alberta",1
"place","postcards","[Strasbourg]",2
"place","postcards","[Strathclair]",2
"place","postcards","Strathcona",27
"place","postcards","[Strathcona]",10
"place","postcards","[Strathcona, Alta.]",1
"place","postcards","[Strathmore]",2
"place","postcards","Streetsvile, Ont",1
"place","postcards","Streetsville",4
"place","postcards","Streetsville, Ont.",2
"place","postcards","[Strome]",1
"place","postcards","[Swan Lake]",2
"place","postcards","[Swan River]",9
"place","postcards","[Swan River, Heming, Manitoba]",1
"place","postcards","[Swift Curent]",1
"place","postcards","[Swift Current]",12
"place","postcards","Swift Current",3
"place","postcards","[Sylvan Lake]",4
"place","postcards","[Sylvan Lake, Alta.]",1
"place","postcards","Taber",2
"place","postcards","[Taber]",2
"place","postcards","Tantallon",2
"place","postcards","[Teulon]",4
"place","postcards","[The Pas]",31
"place","postcards","The Pas",3
"place","postcards","[The pas",1
"place","postcards","[The Pas, Manitoba]",1
"place","postcards","[Three Hills]",6
"place","postcards","[Three Hills, Alta.]",1
"place","postcards","[Tilston]",1
"place","postcards","[Tisdale]",1
"place","postcards","Tofield",1
"place","postcards","[Tofield]",7
"place","postcards","[Togo]",2
"place","postcards","Toronto",1561
"place","postcards","[Toronto]",12
"place","postcards","Toronton",1
"place","postcards","[Transcona]",2
"place","postcards","[Treherne]",4
"place","postcards","[Trochu]",2
"place","postcards","[Unity]",10
"place","postcards","[UNO]",2
"place","postcards","[U.S.A.]",1
"place","postcards","Valley City",1
"place","postcards","vanc",1
"place","postcards","Vancouver",1645
"place","postcards","[Vancouver]",16
"place","postcards","Vancouver, B.C.",21
"place","postcards","[Vanguard]",1
"place","postcards","Vegreville",3
"place","postcards","[Vegreville]",11
"place","postcards","Vermilion",7
"place","postcards","[Vermilion]",19
"place","postcards","Veteran (Alta.)",1
"place","postcards","Victoria",109
"place","postcards","[Victoria Beach]",1
"place","postcards","[Viking]",2
"place","postcards","[Vilna, Alta.]",1
"place","postcards","Virden",1
"place","postcards","[Virden]",24
"place","postcards","Vulcan",6
"place","postcards","[Vulcan]",2
"place","postcards","[Wabowden]",1
"place","postcards","[Wadena]",5
"place","postcards","Wainwright",108
"place","postcards","[Wainwright]",120
"place","postcards","Wasagaming",7
"place","postcards","[Wasagaming]",1
"place","postcards","[Washaw]",1
"place","postcards","[Waterton Lakes National Park]",4
"place","postcards","Waterton Lakes National Park",2
"place","postcards","Waterton National Park, Alta.",1
"place","postcards","[Waterton Park, Alta.]",1
"place","postcards","[Waterways]",2
"place","postcards","Watrous",4
"place","postcards","[Watrous]",40
"place","postcards","Wawanesa",2
"place","postcards","[Wawanesa]",6
"place","postcards","[Wellwood]",1
"place","postcards","[Westhope]",1
"place","postcards","[Westlock]",2
"place","postcards","Weston-super-Mare",1
"place","postcards","Wetaskiwin",16
"place","postcards","[Wetaskiwin]",6
"place","postcards","Weyburn",3
"place","postcards","[Wheatland]",1
"place","postcards","[White Point Beach]",1
"place","postcards","Wilkie",1
"place","postcards","[Wilkie]",1
"place","postcards","Wingello",1
"place","postcards","Winnipeg",950
"place","postcards","[Winnipeg]",387
"place","postcards","[winnipeg]",1
"place","postcards","[Winnipeg Beach]",3
"place","postcards","Winnipeg Beach",2
"place","postcards","[Winnipegosis]",2
"place","postcards","Winnpeg",1
"place","postcards","Wolseley",2
"place","postcards","[Wynyard]",1
"place","postcards","Yorkton",2
"place","postcards","[Yorkton]",6
"place","postcards","[Youngstown]",2
"place","bib","0ttawa",1
"place","bib","[0ttawa]",1
"place","bib","[Abbey, Sask.]",1
"place","bib","[Abbey, Sask.]?",1
"place","bib","abc",313
"place","bib","Aberdeen, Sask.",2
"place","bib","Aberdeen, Scotland",1
"place","bib","Accrington, England",1
"place","bib","[Accrington, Lancs., England]",1
"place","bib","Akron, Ohio",1
"place","bib","Akureyri",1
"place","bib","Akureyri, Iceland",2
"place","bib","Alameda, Sask.",1
"place","bib","Albany, N.Y.",1
"place","bib","Alberta",2
"place","bib","[Alberta?]",3
"place","bib","[Alberta]",5
"place","bib","[Alberta]?",15
"place","bib","Alberta Beach, Alta,",1
"place","bib","[Aldershot, England]",1
"place","bib","Aldershot, Hampshire, England",1
"place","bib","Alexandria, Ont.",1
"place","bib","[Alix, Alta.]",1
"place","bib","Alkmaar",1
"place","bib","[Altona, Man.?]",1
"place","bib","[Altona, Man.]",2
"place","bib","Altona, Man.",4
"place","bib","[Amersfoort, Netherlands]",1
"place","bib","Amersham, Bucks., England",2
"place","bib","Amsterdam",1
"place","bib","[Amsterdam]",12
"place","bib","[Amsterdam, Netherlands]",2
"place","bib","Amsterdam, Netherlands",6
"place","bib","Amsterdam, The Netherlands",1
"place","bib","Andover, Mass.",1
"place","bib","Ann Arbor, Mich.",1
"place","bib","[Antwerp, Belgium]",1
"place","bib","Antwerp, Belgium",2
"place","bib","Anvers, Belgium",2
"place","bib","Arborfield, Sask.",1
"place","bib","Arthabaska, Que.",1
"place","bib","Assiniboia, Sask.",2
"place","bib","at",1
"place","bib","[Athabasca, Alta.]",1
"place","bib","[Athabasca, Alta.]?",2
"place","bib","Athabasca, Alta.",1
"place","bib","[Athabasca Landing, Alta.]?",1
"place","bib","Athabasca Landing, Alta.",1
"place","bib","[Athabasca Landing, NWT]",3
"place","bib","Athabasca Landing, NWT",7
"place","bib","Athabasca, NWT",1
"place","bib","Baldur, Man.",1
"place","bib","[Balgonie, Sask.]?",1
"place","bib","Baltimore, Md.",2
"place","bib","[Baltimore, Md. & Utica, N.Y.]",1
"place","bib","[Banff, Alta.?]",5
"place","bib","[Banff, Alta.]",3
"place","bib","[Banff, Alta.]?",1
"place","bib","[Banff. Alta.?]",1
"place","bib","Banff, Alta.",16
"place","bib","Banff National Park, Alta",1
"place","bib","[Bangalore, India]?",1
"place","bib","Bangor, Wales",1
"place","bib","Bar-le-Duc, France",2
"place","bib","Barnstaple, England",1
"place","bib","[Barons, Alta.?]",1
"place","bib","[Barons, Alta.]",2
"place","bib","[Barrie, Ont.?]",1
"place","bib","Barrie, Ont.",1
"place","bib","Basel, Switzerland",1
"place","bib","[Bashaw, Alta.]?",1
"place","bib","[Bassano, Alta.]?",1
"place","bib","Bassano, Alta.",1
"place","bib","[Battleford, NWT]",1
"place","bib","[Battleford, NWT]?",1
"place","bib","Battleford, NWT",4
"place","bib","[Battleford, Sask.?]",2
"place","bib","[Battleford, Sask.]",5
"place","bib","[Battleford, Sask.]?",1
"place","bib","Battleford, Sask.",14
"place","bib","bcc",13
"place","bib","be",1
"place","bib","[Beatty, Sask.]",1
"place","bib","[Beausejour, Man.]",1
"place","bib","Beauvais, France",1
"place","bib","[Beaverlodge, Alta.?]",1
"place","bib","[Beaverlodge, Alta.]",1
"place","bib","Belfast, Ireland",1
"place","bib","[Belfast, London & New York]",1
"place","bib","Belleville, Ont.",1
"place","bib","[Berkeley, Calif.]",1
"place","bib","Berkeley, Calif.",2
"place","bib","Berlin, Germany",16
"place","bib","Berlin, Germany & Vienna, Austria",1
"place","bib","Berne, Ind.",1
"place","bib","[Berne, Switzerland]?",1
"place","bib","Bern, Switzerland",2
"place","bib","[Bethlehem, Pa.]",1
"place","bib","Bethlehem, Pa.",2
"place","bib","[Birkenhead, England]",1
"place","bib","[Birtle, Man.]",1
"place","bib","[Bismarck, North Dakota]?",1
"place","bib","Bismarck, North Dakota",1
"place","bib","Bissett, Man.",1
"place","bib","Black Diamond, Alta.",1
"place","bib","[Blackfoot Reserve, NWT]",1
"place","bib","Blackfoot Reserve, NWT",2
"place","bib","[Blaine Lake, Sask.]",1
"place","bib","Blaine Lake, Sask.",1
"place","bib","[Blairmore, Alta?]",1
"place","bib","Blairmore, Alta.",1
"place","bib","[Blucher, Sask.]",1
"place","bib","Böhm-Leipa, Germany",1
"place","bib","Bolton, England",1
"place","bib","Bonn, Germany",1
"place","bib","Boston",1
"place","bib","[Boston, Mass.]",1
"place","bib","Boston, Mass.",15
"place","bib","Boston & New York",2
"place","bib","Bournemouth, England",1
"place","bib","[Bow Lake, Alta.]",1
"place","bib","[Bowness, Alta.]",1
"place","bib","Bowness, Alta.",1
"place","bib","Bradford, Vermont",1
"place","bib","[Brandon, Man.?]",3
"place","bib","[Brandon, Man.]",7
"place","bib","[Brandon, Man.]?",3
"place","bib","Brandon, Man.",11
"place","bib","[Brantford, Ont.]",1
"place","bib","Brantford, Ont.",1
"place","bib","Breslau, Germany",2
"place","bib","Bridgwater, England",2
"place","bib","Brighton, England",1
"place","bib","Brisbane",1
"place","bib","[Bristol, England]",3
"place","bib","Bristol, England",2
"place","bib","Broadbridge, Sask.",1
"place","bib","[Broadview, Sask.]?",1
"place","bib","Broadview, Sask.",1
"place","bib","[Brooklyn, N.Y.]?",1
"place","bib","Brooklyn. N.Y.",1
"place","bib","Brooks, Alta.",1
"place","bib","[Bruderfeld, Alta.]",1
"place","bib","Bruges, Belgium",3
"place","bib","Brugge, Belgium",1
"place","bib","[Bruno, Sask.]",1
"place","bib","[Bruno, Sask.]?",1
"place","bib","Bruno, Sask.",1
"place","bib","Brussels, Belgium",13
"place","bib","[Bryn Mawr, Pa.?]",1
"place","bib","[Budapest, Hungary]",1
"place","bib","[Budapest, Hungary]?",1
"place","bib","Budapest, Hungary",3
"place","bib","[Buffalo, N.Y.]",2
"place","bib","Cabin Lake, Alta.",2
"place","bib","Cadillac, Sask.",1
"place","bib","Caen, France",1
"place","bib","Caerdydd, Wales",1
"place","bib","Calgary",256
